,Iteration,Modelname,Metricname,Result
1053,8,19,Standard deviation per Recording (avg),0.08949618577763807
1054,8,19,Ratio of Outliers (>= 0.5 rad),0.042363433667781496
1055,8,20,Mean Square Error,0.06260915064884828
1056,8,20,R squared,0.6880740522771788
1057,8,20,Standard Deviation of Error,0.21549857661132463
1058,8,20,Standard deviation per Recording (avg),0.08894225297097813
1059,8,20,Ratio of Outliers (>= 0.5 rad),0.04124860646599777
1060,8,21,Mean Square Error,0.06210232729183952
1061,8,21,R squared,0.6905991041957025
1062,8,21,Standard Deviation of Error,0.2145206310511691
1063,8,21,Standard deviation per Recording (avg),0.08793551387010995
1064,8,21,Ratio of Outliers (>= 0.5 rad),0.03678929765886288
1065,8,22,Mean Square Error,0.06262227816339636
1066,8,22,R squared,0.6880086494986037
1067,8,22,Standard Deviation of Error,0.21557610766522212
1068,8,22,Standard deviation per Recording (avg),0.08806044952308649
1069,8,22,Ratio of Outliers (>= 0.5 rad),0.03901895206243032
1070,8,23,Mean Square Error,0.06290573719757017
1071,8,23,R squared,0.6865964241775614
1072,8,23,Standard Deviation of Error,0.215804439328474
1073,8,23,Standard deviation per Recording (avg),0.08726268638236954
1074,8,23,Ratio of Outliers (>= 0.5 rad),0.04013377926421405
1075,8,24,Mean Square Error,0.06290065484499552
1076,8,24,R squared,0.6866217450392418
1077,8,24,Standard Deviation of Error,0.2156876309545564
1078,8,24,Standard deviation per Recording (avg),0.08650415923191282
1079,8,24,Ratio of Outliers (>= 0.5 rad),0.04013377926421405
1080,9,1,Mean Square Error,0.12589697143086112
1081,9,1,R squared,0.6355006525507321
1082,9,1,Standard Deviation of Error,0.3314413174195803
1083,9,1,Standard deviation per Recording (avg),0.2689668845490164
1084,9,1,Ratio of Outliers (>= 0.5 rad),0.11259754738015608
1085,9,2,Mean Square Error,0.08513819862617594
1086,9,2,R squared,0.7535062401458196
1087,9,2,Standard Deviation of Error,0.2600680107930145
1088,9,2,Standard deviation per Recording (avg),0.19712452765934468
1089,9,2,Ratio of Outliers (>= 0.5 rad),0.10479375696767002
1090,9,3,Mean Square Error,0.07739581055785623
1091,9,3,R squared,0.7759221518752876
1092,9,3,Standard Deviation of Error,0.24318839105368906
1093,9,3,Standard deviation per Recording (avg),0.17677137218055755
1094,9,3,Ratio of Outliers (>= 0.5 rad),0.08695652173913043
1095,9,4,Mean Square Error,0.073626943184882
1096,9,4,R squared,0.7868338496108154
1097,9,4,Standard Deviation of Error,0.2346446775176755
1098,9,4,Standard deviation per Recording (avg),0.16078020133751297
1099,9,4,Ratio of Outliers (>= 0.5 rad),0.07803790412486064
1100,9,5,Mean Square Error,0.0680964430462985
1101,9,5,R squared,0.8028458606121192
1102,9,5,Standard Deviation of Error,0.22460644611334232
1103,9,5,Standard deviation per Recording (avg),0.14828429814112634
1104,9,5,Ratio of Outliers (>= 0.5 rad),0.07357859531772576
1105,9,6,Mean Square Error,0.0655004901172796
1106,9,6,R squared,0.8103617137568156
1107,9,6,Standard Deviation of Error,0.21888446706046066
1108,9,6,Standard deviation per Recording (avg),0.14145003280460444
1109,9,6,Ratio of Outliers (>= 0.5 rad),0.07246376811594203
1110,9,7,Mean Square Error,0.06654389419157544
1111,9,7,R squared,0.8073408300938945
1112,9,7,Standard Deviation of Error,0.21833181153601758
1113,9,7,Standard deviation per Recording (avg),0.1377387058140795
1114,9,7,Ratio of Outliers (>= 0.5 rad),0.07469342251950947
1115,9,8,Mean Square Error,0.06866386085153646
1116,9,8,R squared,0.801203061604409
1117,9,8,Standard Deviation of Error,0.22103983471849734
1118,9,8,Standard deviation per Recording (avg),0.13608558625906286
1119,9,8,Ratio of Outliers (>= 0.5 rad),0.0802675585284281
1120,9,9,Mean Square Error,0.07039436144371254
1121,9,9,R squared,0.7961928828094794
1122,9,9,Standard Deviation of Error,0.22311044719630027
1123,9,9,Standard deviation per Recording (avg),0.13416764659110864
1124,9,9,Ratio of Outliers (>= 0.5 rad),0.08138238573021182
1125,9,10,Mean Square Error,0.07166078645174125
1126,9,10,R squared,0.7925263046243688
1127,9,10,Standard Deviation of Error,0.22433613968364674
1128,9,10,Standard deviation per Recording (avg),0.1308558014024822
1129,9,10,Ratio of Outliers (>= 0.5 rad),0.0802675585284281
1130,9,11,Mean Square Error,0.07286966963716249
1131,9,11,R squared,0.7890263226373484
1132,9,11,Standard Deviation of Error,0.22567850814061935
1133,9,11,Standard deviation per Recording (avg),0.13008111330309188
1134,9,11,Ratio of Outliers (>= 0.5 rad),0.0858416945373467
1135,9,12,Mean Square Error,0.07267737171161032
1136,9,12,R squared,0.7895830673118468
1137,9,12,Standard Deviation of Error,0.22524174904595398
1138,9,12,Standard deviation per Recording (avg),0.12815093581278406
1139,9,12,Ratio of Outliers (>= 0.5 rad),0.08472686733556299
1140,9,13,Mean Square Error,0.07339137382963522
1141,9,13,R squared,0.7875158745657497
1142,9,13,Standard Deviation of Error,0.22564880654450675
1143,9,13,Standard deviation per Recording (avg),0.12767351156212078
1144,9,13,Ratio of Outliers (>= 0.5 rad),0.0858416945373467
1145,9,14,Mean Square Error,0.07324613019217922
1146,9,14,R squared,0.7879363867549801
1147,9,14,Standard Deviation of Error,0.22450146139999522
1148,9,14,Standard deviation per Recording (avg),0.12466307175289808
1149,9,14,Ratio of Outliers (>= 0.5 rad),0.08695652173913043
1150,9,15,Mean Square Error,0.07385375143929249
1151,9,15,R squared,0.7861771899645258
1152,9,15,Standard Deviation of Error,0.2251185427997941
1153,9,15,Standard deviation per Recording (avg),0.12268507848607874
1154,9,15,Ratio of Outliers (>= 0.5 rad),0.08695652173913043
1155,9,16,Mean Square Error,0.0741268089400256
1156,9,16,R squared,0.7853866286054861
1157,9,16,Standard Deviation of Error,0.22528269941773418
1158,9,16,Standard deviation per Recording (avg),0.12093001522956899
1159,9,16,Ratio of Outliers (>= 0.5 rad),0.09141583054626533
1160,9,17,Mean Square Error,0.07508310189482045
1161,9,17,R squared,0.7826179507411066
1162,9,17,Standard Deviation of Error,0.22624240229876724
1163,9,17,Standard deviation per Recording (avg),0.11944162574757206
1164,9,17,Ratio of Outliers (>= 0.5 rad),0.07915273132664437
1165,9,18,Mean Square Error,0.07556594430991788
1166,9,18,R squared,0.7812200160392342
1167,9,18,Standard Deviation of Error,0.22654184828793303
1168,9,18,Standard deviation per Recording (avg),0.11804517305514793
1169,9,18,Ratio of Outliers (>= 0.5 rad),0.08807134894091416
1170,9,19,Mean Square Error,0.07698169129909466
1171,9,19,R squared,0.777121117965331
1172,9,19,Standard Deviation of Error,0.22827891011909943
1173,9,19,Standard deviation per Recording (avg),0.11716269838489095
1174,9,19,Ratio of Outliers (>= 0.5 rad),0.0903010033444816
1175,9,20,Mean Square Error,0.07812095669784998
1176,9,20,R squared,0.7738226947411798
1177,9,20,Standard Deviation of Error,0.22956185171374058
1178,9,20,Standard deviation per Recording (avg),0.11546810934029456
1179,9,20,Ratio of Outliers (>= 0.5 rad),0.09364548494983277
1180,9,21,Mean Square Error,0.08011525439713299
1181,9,21,R squared,0.7680487654580006
1182,9,21,Standard Deviation of Error,0.2318537527693552
1183,9,21,Standard deviation per Recording (avg),0.11493261365519201
1184,9,21,Ratio of Outliers (>= 0.5 rad),0.09253065774804906
1185,9,22,Mean Square Error,0.0812905337788134
1186,9,22,R squared,0.7646460738537124
1187,9,22,Standard Deviation of Error,0.23331614090683198
1188,9,22,Standard deviation per Recording (avg),0.11430429239399093
1189,9,22,Ratio of Outliers (>= 0.5 rad),0.09810479375696766
1190,9,23,Mean Square Error,0.08263849367156079
1191,9,23,R squared,0.7607434342928869
1192,9,23,Standard Deviation of Error,0.23503156535314265
1193,9,23,Standard deviation per Recording (avg),0.11416790912785515
1194,9,23,Ratio of Outliers (>= 0.5 rad),0.09810479375696766
1195,9,24,Mean Square Error,0.0832938606533497
1196,9,24,R squared,0.7588460031276499
1197,9,24,Standard Deviation of Error,0.23565570272205758
1198,9,24,Standard deviation per Recording (avg),0.11301060285006494
1199,9,24,Ratio of Outliers (>= 0.5 rad),0.09587513935340022
