Iteration,Modelname,Metricname,Joint,Result
4,Linear,Mean Square Error,3,0.03153797091541902
4,Linear,R squared,0,0.20022339419382496
4,Linear,R squared,3,0.9451768899384001
4,Linear,Standard Deviation of Error,0,0.804240702308332
4,Linear,Standard Deviation of Error,3,0.17750935936429446
4,Linear,Standard deviation per Recording (avg),0,0.4054034417775579
4,Linear,Standard deviation per Recording (avg),3,0.16360721807264852
4,Linear,Ratio of Outliers (>= 0.5 rad),0,0.5872522347454333
4,Linear,Ratio of Outliers (>= 0.5 rad),3,0.006607073455110766
4,3-Layer FC,Mean Square Error,0,0.6047953959134862
4,3-Layer FC,Mean Square Error,3,0.02228299837147307
4,3-Layer FC,R squared,0,0.25660696310400954
4,3-Layer FC,R squared,3,0.9612650009888726
4,3-Layer FC,Standard Deviation of Error,0,0.7736923097573293
4,3-Layer FC,Standard Deviation of Error,3,0.1489091360808613
4,3-Layer FC,Standard deviation per Recording (avg),0,0.46456435521443684
4,3-Layer FC,Standard deviation per Recording (avg),3,0.13709767490625382
4,3-Layer FC,Ratio of Outliers (>= 0.5 rad),0,0.5561601243684415
4,3-Layer FC,Ratio of Outliers (>= 0.5 rad),3,0.003109211037699184
4,4-Layer FC,Mean Square Error,0,0.5913353708858903
4,4-Layer FC,Mean Square Error,3,0.021772986616046906
4,4-Layer FC,R squared,0,0.2731515481811616
4,4-Layer FC,R squared,3,0.9621515650191149
4,4-Layer FC,Standard Deviation of Error,0,0.7662778342450007
4,4-Layer FC,Standard Deviation of Error,3,0.1473228105612455
4,4-Layer FC,Standard deviation per Recording (avg),0,0.44504078924655915
4,4-Layer FC,Standard deviation per Recording (avg),3,0.12135150551795959
4,4-Layer FC,Ratio of Outliers (>= 0.5 rad),0,0.5483870967741935
4,4-Layer FC,Ratio of Outliers (>= 0.5 rad),3,0.001554605518849592
4,5-Layer FC,Mean Square Error,0,0.5908439409007902
4,5-Layer FC,Mean Square Error,3,0.023944357037495274
4,5-Layer FC,R squared,0,0.27375559647834413
4,5-Layer FC,R squared,3,0.9583770267040528
4,5-Layer FC,Standard Deviation of Error,0,0.7648568445915788
4,5-Layer FC,Standard Deviation of Error,3,0.1547360679759975
4,5-Layer FC,Standard deviation per Recording (avg),0,0.45215678016344707
4,5-Layer FC,Standard deviation per Recording (avg),3,0.11829171225428581
4,5-Layer FC,Ratio of Outliers (>= 0.5 rad),0,0.539059463661096
4,5-Layer FC,Ratio of Outliers (>= 0.5 rad),3,0.00194325689856199
4,1-Channel CNN,Mean Square Error,0,0.5880613747299738
4,1-Channel CNN,Mean Square Error,3,0.026566752311883556
4,1-Channel CNN,R squared,0,0.27717582806420615
4,1-Channel CNN,R squared,3,0.9538184625168266
4,1-Channel CNN,Standard Deviation of Error,0,0.7470369824766452
4,1-Channel CNN,Standard Deviation of Error,3,0.16152045175496232
4,1-Channel CNN,Standard deviation per Recording (avg),0,0.49496280451615654
4,1-Channel CNN,Standard deviation per Recording (avg),3,0.14293421268463136
4,1-Channel CNN,Ratio of Outliers (>= 0.5 rad),0,0.5118538670812282
4,1-Channel CNN,Ratio of Outliers (>= 0.5 rad),3,0.004275165176836378
4,2-Channel CNN,Mean Square Error,0,0.4541165139799946
4,2-Channel CNN,Mean Square Error,3,0.018779487851571495
4,2-Channel CNN,R squared,0,0.4418160972897034
4,2-Channel CNN,R squared,3,0.9673552261130461
4,2-Channel CNN,Standard Deviation of Error,0,0.6690281751575093
4,2-Channel CNN,Standard Deviation of Error,3,0.13658198887477463
4,2-Channel CNN,Standard deviation per Recording (avg),0,0.4973393440246582
4,2-Channel CNN,Standard deviation per Recording (avg),3,0.12379294842481613
4,2-Channel CNN,Ratio of Outliers (>= 0.5 rad),0,0.4236300038865138
4,2-Channel CNN,Ratio of Outliers (>= 0.5 rad),3,0.001554605518849592
4,3-Channel CNN,Mean Square Error,0,0.3494632549665111
4,3-Channel CNN,Mean Square Error,3,0.01294128717101855
4,3-Channel CNN,R squared,0,0.5704521691989297
4,3-Channel CNN,R squared,3,0.977503891647999
4,3-Channel CNN,Standard Deviation of Error,0,0.5906775360741492
4,3-Channel CNN,Standard Deviation of Error,3,0.11318961698343734
